CANCEL REMARK REPORT
LORRY_REQ_NO,SOURCE_CODE,SOURCE_NAME,DESTINATION_CODE,DESTINATION_NAME,VENDOR_CODE,VENDOR_OWNER_NAME,VENDOR_TRANSPORT_NAME,VENDOR_BID,RATE_ENTER_DATE,RANK,CANCEL_REMARK,HIRING_NO,HIRING_AMOUNT,RATE_DELETE_REMARK,DELETE_FLAG_BY,DELETE_FLAG_NAME
13282514001516,1328,"BINOLA HUB-HARYANA",2501,"NAGPUR",64870004974,"","HINDUSTAN TRANSPORT ","47000",29-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048568","48500","AS PER VENDR VEHICLE NOT AVAILBLE",31928,DEEPAK 
13332514000574,1333,"HISSAR-HARYANA",3008,"TRIVANDRUM-KERALA",64870003317,"TENDER TRUCK PVT LTD","TENDER TRUCK PVT LTD","78000",29-JAN-26,"L1","VENDOR BID WRONG RATE","69292515048756","100000","AS PER VENOR VEHICLE NOT AVAIABLE DUE TO VEHICE NOT UNLOAD SOMERWHERE ELSE",31928,DEEPAK 
13332514000574,1333,"HISSAR-HARYANA",3008,"TRIVANDRUM-KERALA",64870000927,"sanjay yadav","FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED","85999",29-JAN-26,"L2","VEHICLE NOT AVAILABLE","69292515048756","100000","L1 VENDOR DNEID FOR VEHICLE DETAILS THEN STAFF ASKED OF L2 VENDOR THAT TIME VEHICLE NOT AVAIALBALE",31928,DEEPAK 
13382514001127,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870004969,"","MS CARGO MOVERS ","58000",29-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048667","58500","AS PER VENDOR VEHICLE NOT AVAILBE NOT AVAILABLE LATER AVAILBE",31928,DEEPAK 
13382514001127,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870004951,"","radhey transport companny ","58380",29-JAN-26,"L2","VEHICLE NOT AVAILABLE","69292515048667","58500","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
13582514000194,1358,"KARNAL-HARYANA",1393,"KHARKHODA  SONIPAT",64870000978,"VINOD MALIK","JAI SHREE KRISHNA TEMPO SERVICES","6000",29-JAN-26,"L1","VEHICLE CONDITION BAD","69292515048584","7500","AS PER VENDOR VEHICLE AVAIALBLE",31928,DEEPAK 
13932514001186,1393,"KHARKHODA  SONIPAT",1601,"HYDERABAD-TELANGANA",64870004940,"","OM LOGISTICARE","65000",29-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048723","69500","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
13932514001186,1393,"KHARKHODA  SONIPAT",1601,"HYDERABAD-TELANGANA",64870001163,"RoadExpress Technology PVT. LTD.","RoadExpress Technology PVT. LTD.","69000",29-JAN-26,"L2","VEHICLE NOT AVAILABLE","69292515048723","69500","AS PER STAFF VENOR NOT SHARED VEHICLE DUE TO NEW SUPPLIER AND VENDOR CONFIRMED",31928,DEEPAK 
25012514001942,2501,"NAGPUR",1601,"HYDERABAD-TELANGANA",64870002476,"","YUVAN ROADWAYS","33000",29-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515049823","35000","AS PER VENDOR WRONG RATE FOR 26FT BUT REQ32 DXL",31928,DEEPAK 
25012514001943,2501,"NAGPUR",2502,"RAIPUR",64870004981,"","MOHAMMAD SAMEER ","15000",29-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048732","17500","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
25012514001943,2501,"NAGPUR",2502,"RAIPUR",64870004957,"","Harshal Kakde","15000",29-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048732","17500","AS PER VENDOR VEHICLE NOT AVALABLE",31928,DEEPAK 
25012514001944,2501,"NAGPUR",2502,"RAIPUR",64870004981,"","MOHAMMAD SAMEER ","15000",29-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048733","17500","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
13222514000356,1322,"MANESAR-HARYANA",2855,"MAHALUNGE NEW WH DELIVERY",13900000593,"SATISH","SHIVAM FREIGHT CARRIERS","47000",30-JAN-26,"L1","VEHICLE PLACED SAME RATE","69292515048808","47000","VENDOR BID AFTER VEHICLE PLACED",31928,DEEPAK 
1032514000428,103,"AMBALA HUB-HARYANA",1105,"MOHALI-PUNJAB",64870004692,"","J D CARGO","11000",30-JAN-26,"L1","VEHICLE PLACED OF FIX VENDOR","69292515049676","12000","VEHICLE AVALABLE BUT STAFF NOT VALL ",31928,DEEPAK 
35082514000430,3508,"DEWAS-MADHYA PRADESH",2856,"MAHALUNGE TRANSSHIPMENT",35010000128,"SHREE DHAN ROADLINES","SHREE DHAN ROADLINES","26500",30-JAN-26,"L3","VEHICLE CONDITION BAD","69292515048911","28000","AS PER VENDOR FLOOR IN BAD CONDITION",31928,DEEPAK 
1152514001758,103,"AMBALA HUB-HARYANA",1602,"KANPUR-UTTAR PRADESH",64870004963,"","Shambhavi Enterprises ","37072",30-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048818","38000","AS PER VENDOR THAT TIME VEHICLE NOT AVAILABLE",31928,DEEPAK 
5112514002131,504,"NELMANGLA-KARNATAKA",1003,"SHOLAVARAM CHENNAI",64870003771,"","quick way ","14000",30-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515049221","14500","VEDNOR 16000 BUT AFTER VEHICLE PLACED MODIFY  RATE 14000",31928,DEEPAK 
13062514002056,1310,"NOIDA I-UTTAR PRADESH",511,"BANGLORE HUB-KARNATAKA",13900001062,"DEV CARGO MOVERS","DEV CARGO MOVERS","85000",30-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515049716","87000","AS PER VENDOR VEHICLE BREAKDOWN",31928,DEEPAK 
13062514002056,1310,"NOIDA I-UTTAR PRADESH",511,"BANGLORE HUB-KARNATAKA",16010000089,"","BEST CONTAINER SERVICE","85000",31-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515049716","87000","VEHICLE AVAILABLE BUT STAFF LATER TO VE4NDOR ",31928,DEEPAK 
13092514002217,1309,"KUNDLI BORDER SONIPAT-HARYANA",3501,"INDORE-MADHYA PRADESH",13900000155,"ANADI SHANKAR SHARMA","SHREE SHYAM CARGO CARRIER","37000",31-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515049179","37000","VENDOR BID AFTER VEHILCE PLACED ",31928,DEEPAK 
13142514000488,1351,"BAHADURGARH-HARYANA",525,"NARSAPURA-KARNATAKA",16010000089,"","BEST CONTAINER SERVICE","70000",31-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515048867","84000","AS PER VENDOR  BY MISTAKE BID WRONG RATE",31928,DEEPAK 
13382514001129,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870004969,"","MS CARGO MOVERS ","58000",30-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515049071","61000","VENDOR NOT RESPONES CALL AND MESSAGE AS PER NOT ABLE CHECK",31928,DEEPAK 
13382514001129,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870004951,"","radhey transport companny ","58380",30-JAN-26,"L2","VEHICLE NOT AVAILABLE","69292515049071","61000","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
13382514001129,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870001897,"","TRIO LOGISTICS SOLUTIONS","58500",30-JAN-26,"L3","VEHICLE NOT AVAILABLE","69292515049071","61000","AS PER VENDOR HE WAS ON L3 SO HE PLACED VEHICLE SOMERWHERE ELSE",31928,DEEPAK 
13382514001129,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870004963,"","Shambhavi Enterprises ","58500",30-JAN-26,"L3","VEHICLE NOT AVAILABLE","69292515049071","61000","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
13422514000578,1342,"JAMALPUR-HARYANA",1501,"GOA",64870000133,"Can Pack Logistics","Can Pack Logistics","10899",30-JAN-26,"L1","VENDOR BID WRONG RATE","69292515048824","98500","AS PER VENDOR BY MISTAKE BID WRONG RATE DEMAND 108000-109000",31928,DEEPAK 
21172514002148,2117,"MUMBAI HUB-MAHARASTRA",511,"BANGLORE HUB-KARNATAKA",64870004955,"","SV Transport ","53000",30-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515049084","59000","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
21172514002154,2117,"MUMBAI HUB-MAHARASTRA",103,"AMBALA HUB-HARYANA",12020000122,"GHT","GUJARAT HIMACHAL TRANSPORT","86000",30-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515048902","87000","VENDOR BID AFTER VEHICLE PLACED",31928,DEEPAK 
21172514002155,2117,"MUMBAI HUB-MAHARASTRA",1701,"JAIPUR-RAJASTHAN",13900000972,"VIKASH SHARMA ATTRI","SOUTH CARGO ROADLINE","55000",31-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515048896","56000","VENDOR BID NEXT DAY AFTER VEHICLE PLACED",31928,DEEPAK 
26052514000430,2605,"PITHAMPUR-DELIVERY",1003,"SHOLAVARAM CHENNAI",35010000142,"HARIOM SHARMA","ASHISH TRANS LOGISTICS","93000",30-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048968","93000","AS PER VENODR VEHICLE NOT AVAILBE  LATE CALL TO VENDOR ",31928,DEEPAK 
28062514000555,2806,"SANASWADI - MAHARASTRA",525,"NARSAPURA-KARNATAKA",64870001154,"TRUCKCENTRAL SOLUTIONS PVT LTD","TRUCKCENTRAL SOLUTIONS PVT LTD","31000",30-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048903","32900","AS PER VENDOR VEHICLE BREAKDOWN",31928,DEEPAK 
35082514000430,3508,"DEWAS-MADHYA PRADESH",2856,"MAHALUNGE TRANSSHIPMENT",64870004363,"","NAV YUG TRANS LOGISTICS ","24500",30-JAN-26,"L1","VEHICLE CONDITION BAD","69292515048911","28000","AS PER FLOOR NOT OK",31928,DEEPAK 
35082514000430,3508,"DEWAS-MADHYA PRADESH",2856,"MAHALUNGE TRANSSHIPMENT",64870004051,"","lakshita road carrier ","25000",30-JAN-26,"L2","VEHICLE CONDITION BAD","69292515048911","28000","AS PER VENCOR VEHICLE FLORR NOT  AS PER REQUIREMENT",31928,DEEPAK 
1152514001757,103,"AMBALA HUB-HARYANA",4002,"PATNA - BIHAR",64870004954,"","SUPER TECHNO SOLUTIONS","64000",30-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515048793","66000","VENDOR DID NOT RESPONSE",31928,DEEPAK 
1152514001773,103,"AMBALA HUB-HARYANA",4002,"PATNA - BIHAR",64870004954,"","SUPER TECHNO SOLUTIONS","64000",31-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515049154","71500","AS PER VENDOR VEHICLE NOT AVAIALBLE",31928,DEEPAK 
25012514001974,2501,"NAGPUR",2502,"RAIPUR",64870004981,"","MOHAMMAD SAMEER ","15000",31-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515049168","17500","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
3012514000976,301,"AHMEDABAD-GUJARAT",3003,"COCHIN-KERLA",13900000936,"QUICK DIGITAL TECHNOLOGIES PVT. LTD.","QUICK DIGITAL TECHNOLOGIES PVT. LTD.","130000",31-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515049364","133000","VENDOR NOT SHARED VEHICLE AND ALSO NOT RESPONES OF STAFF",31928,DEEPAK 
3242514000040,324,"VITHALAPUR - GUJARAT",1318,"GURGAON-HARYANA",13900001062,"DEV CARGO MOVERS","DEV CARGO MOVERS","58000",02-FEB-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515049293","58000","VENDOR BID AFTER VEHICLE PLACED

",31928,DEEPAK 
12022514001814,1202,"VAPI-GUJARAT",525,"NARSAPURA-KARNATAKA",12020000169,"HARISH SHARMA","YASH CONTAINER SERVICE VAPI","91000",01-FEB-26,"L1","VENDOR BID WRONG RATE","69292515049173","95000","AS PER VENDOR BY MISTAKE BID RATE IN THIS REQ ONLY NORTH SIDEPROVIDE VEHICLE",31928,DEEPAK 
13102514000758,1311,"NOIDA II-UTTAR PRADESH",1601,"HYDERABAD-TELANGANA",64870001163,"RoadExpress Technology PVT. LTD.","RoadExpress Technology PVT. LTD.","78000",31-JAN-26,"L1","VEHICLE NOT REACHED ON LOADING POINT","69292515049294","78500","AS PER VENDR\OR VEHICLE NOT REACHED ON LOADING POINTDUE TO VEHICLE NOT UNLOAD",31928,DEEPAK 
13182514000326,1318,"GURGAON-HARYANA",1910,"SRINAGAR JAMMU-JAMMU   KASHMIR",64870000054,"Delhi Madras Road Carriers","Delhi Madras Road Carriers","73900",31-JAN-26,"L1","VENDOR BID WRONG RATE","69292515049206","95500","AS PER VENDOR BY MISTAKE BID WRONG RATE FOR 32 SXL BUT REQ 15 32 DXL 15 TON",31928,DEEPAK 
13382514001134,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870004969,"","MS CARGO MOVERS ","58000",31-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515049258","58380","STAFF CALL AND MESSAGE TO VENDOR BUT DENIED ",31928,DEEPAK 
13382514001137,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870004969,"","MS CARGO MOVERS ","58000",31-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515049658","61000","AS PER VENDOR NOT RESPONSE DUE TO ADVANCE PENDING ",31928,DEEPAK 
13382514001137,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870004951,"","radhey transport companny ","58380",31-JAN-26,"L2","VEHICLE NOT AVAILABLE","69292515049658","61000","AS PER VENDOR VEHICLE NOT AVAILABLE ",31928,DEEPAK 
13382514001137,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870004963,"","Shambhavi Enterprises ","58500",31-JAN-26,"L3","VEHICLE NOT AVAILABLE","69292515049658","61000","AS PER VENDOR VEHICLE NOT AVAILABLE ",31928,DEEPAK 
17112514000486,1711,"NEEMRANA-RAJASTHAN",2105,"BHIWANDI-MAHARASTRA",64870003771,"","quick way ","27000",31-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515049190","39000","AS PER VENDOR BY MISTAKE BOD ERONG RATE",31928,DEEPAK 
21042514000579,2104,"VASAI MUMBAI-MAHARASTRA",511,"BANGLORE HUB-KARNATAKA",64870004710,"","JAI HANUMAN TRANSPORT CORPORATION ","60000",31-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515049361","61000","VEHICLE AVAILABLE BUT STAFF CALL NEXT DAY BECASUE STAFF LATE CEHCK REQUEST ",31928,DEEPAK 
21172514002167,2117,"MUMBAI HUB-MAHARASTRA",2856,"MAHALUNGE TRANSSHIPMENT",64870002782,"","ARYAN LOGISTICS","12000",01-FEB-26,"L1","VEHICLE PLACED SAME RATE","69292515049441","12000","VENDOR BID AFTER VEHICLE PLACED",31928,DEEPAK 
25012514001974,2501,"NAGPUR",2502,"RAIPUR",64870004957,"","Harshal Kakde","15000",31-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515049168","17500","


AS PER VENDOR VEHICLE NOT AVAILABLE ",31928,DEEPAK 
1152514001773,103,"AMBALA HUB-HARYANA",4002,"PATNA - BIHAR",64870004969,"","MS CARGO MOVERS ","68000",31-JAN-26,"L2","VEHICLE NOT AVAILABLE","69292515049154","71500","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
